X,Y,objectid,businessunit_name,businessunit_number,businessunit_banner_description,businessunit_type_description,businessunit_isstoreopen,facilitydetails_location_locati,facilitydetails_location_loca_1,facilitydetails_location_loca_2,facilitydetails_location_loca_3,facilitydetails_location_loca_8,businessunit_status_code,op_status,Modified_Operating_Hours_,Pharmacy_open_to_public_,Fuel_Station_open_to_public_,bu_num,Grocery_delivery_service,Grocery_delivery_status,Online_grocery_pickup,Online_grocery_pickup_status
-106.339943,31.753271,16293,EL PASO TX,512,WM Supercenter,Retail,1,10727 GATEWAY BLVD W,EL PASO,EL PASO,TX,79935-4906,5,Open,,Y,Y,512,No,,Yes,
-89.8627769999999,35.069956,16296,MEMPHIS (MT. MORIAH) TN,5122,Neighborhood Market,Retail,1,2856 HICKORY HILL RD,MEMPHIS,SHELBY,TN,38115-2173,2,Open,,Y,Y,5122,No,Available,Yes,Available
-104.725382,38.9426920000001,16297,COLORADO SPGS (NE) CO,5123,WM Supercenter,Retail,1,5550 E WOODMEN RD,COLORADO SPRINGS,EL PASO,CO,80920-5257,2,Open,,Y,Y,5123,No,Available,Yes,Available
-112.179904,33.551186,16298,"GLENDALE (MAINSTEE), AZ",5124,WM Supercenter,Retail,1,5605 W NORTHERN AVE,GLENDALE,MARICOPA,AZ,85301-1332,2,Open,,Y,Y,5124,No,Available,Yes,Available
-92.086331,30.5088950000001,16299,OPELOUSAS SOUTH LA,5125,Neighborhood Market,Retail,1,2310 S UNION STREET,OPELOUSAS,ST. LANDRY,LA,70570-0000,2,Open,,Y,Y,5125,No,,Yes,Not Available
-85.712618,34.1628850000001,16300,CENTRE AL,5126,WM Supercenter,Retail,1,1950 W MAIN ST,CENTRE,CHEROKEE,AL,35960-2811,2,Open,,Y,Y,5126,No,,Yes,Not Available
-91.213581,43.766399,16301,"LACROSSE (S), WI",5127,WM Supercenter,Retail,1,4622 MORMON COULEE RD,LA CROSSE,LA CROSSE,WI,54601-8224,2,Open,,Y,Y,5127,No,Available,Yes,Available
-76.907956,38.9428750000001,16303,"LANDOVER HILLS, MD EF",5129,Wal-Mart,Retail,1,6210 ANNAPOLIS RD,LANDOVER HILLS,PRINCE GEORGE'S,MD,20784-1308,2,Open,,Y,Y,5129,No,,No,
-101.467741,32.2278680000001,16304,BIG SPRINGS TX,513,WM Supercenter,Retail,1,201 W MARCY DR,BIG SPRING,HOWARD,TX,79720-6546,5,Open,,Y,Y,513,No,,Yes,Available
-75.0226029999999,40.0830120000001,16305,"PHILADELPHIA-BU-, PA",5130,Wal-Mart,Retail,1,9745 ROOSEVELT BLVD STE A,PHILADELPHIA,PHILADELPHIA,PA,19114-1010,2,Open,,Y,Y,5130,Yes,,Yes,
-74.967566,40.136561,16306,"BENSALEM, PA",5131,Wal-Mart,Retail,1,3461 HORIZON BLVD,BENSALEM,BUCKS,PA,19053-4967,2,Open,,Y,Y,5131,No,,Yes,
-81.278136,28.648605,16307,"ORLANDO, FL",5132,Neighborhood Market,Retail,1,5216 RED BUG LAKE RD,WINTER SPRINGS,SEMINOLE,FL,32708-4912,2,Open,,Y,Y,5132,No,,No,Available
-122.289588,40.4313090000001,16308,"ANDERSON, CA",5133,WM Supercenter,Retail,1,5000 RHONDA RD,ANDERSON,SHASTA,CA,96007-9010,2,Open,,Y,Y,5133,Yes,Available,Yes,Available
-119.095393,35.308793,16309,"BAKERSFIELD (SW), CA",5134,WM Supercenter,Retail,1,5075 GOSFORD RD,BAKERSFIELD,KERN,CA,93313-4993,2,Open,,Y,Y,5134,No,Available,Yes,Available
-85.9147639999999,37.7998690000001,16310,RADCLIFF KY,5135,Neighborhood Market,Retail,1,102 GATEWAY CROSSINGS BLVD.,RADCLIFF,HARDIN,KY,40160-0000,2,Open,,Y,Y,5135,No,,No,
-121.574284,39.1272250000001,16311,MARYSVILLE CA,5136,WM Supercenter,Retail,1,1131 N BEALE RD,MARYSVILLE,YUBA,CA,95901-6107,5,Open,,Y,Y,5136,No,Available,Yes,Available
-104.704719,39.6063060000001,16312,"AURORA (SE), CO",5137,WM Supercenter,Retail,1,6101 S AURORA PKWY,AURORA,DENVER,CO,80016-5801,2,Open,,Y,Y,5137,No,Available,Yes,Available
-121.820361,38.4719270000001,16314,DIXON CA,5139,WM Supercenter,Retail,1,235 E DORSET DR,DIXON,SOLANO,CA,95620-9232,5,Open,,Y,Y,5139,Yes,Available,Yes,Available
-81.719602,33.518172,16315,AIKEN SC,514,WM Supercenter,Retail,1,2035 WHISKEY RD,AIKEN,AIKEN,SC,29803-7956,5,Open,,Y,Y,514,No,Available,Yes,Available
-117.009202,32.7776050000001,16316,LA MESA CA  EF,5140,Wal-Mart,Retail,1,5500 GROSSMONT CENTER DR,LA MESA,SAN DIEGO,CA,91942-3016,2,Open,,Y,Y,5140,Yes,Available,Yes,Available
-96.180131,41.294744,16317,"OMAHA (NW), NE",5141,WM Supercenter,Retail,1,16960 W MAPLE RD,OMAHA,DOUGLAS,NE,68116-2237,2,Open,,Y,Y,5141,No,Not Available,Yes,Not Available
-74.0851749999999,40.225019,16318,NEPTUNE NJ,5142,WM Supercenter,Retail,1,3575 STATE ROUTE 66,NEPTUNE,MONMOUTH,NJ,07753-2602,5,Open,,Y,Y,5142,No,Available,No,Available
-85.149166,35.0054410000001,16319,CHATTANOOGA TN,5143,Neighborhood Market,Retail,1,8101 EAST BRAINERD RD,CHATTANOOGA,HAMILTON,TN,37421-4302,2,Open,,Y,Y,5143,No,,No,Available
-98.325091,29.4979650000001,16320,SAN ANTONIO (NE) TX,5144,WM Supercenter,Retail,1,8315 FM 78,CONVERSE,BEXAR,TX,78109-1043,2,Open,,Y,Y,5144,No,Available,No,Available
-98.537728,29.487893,16321,SAN ANTONIO (VJ) TX,5145,WM Supercenter,Retail,1,1603 VANCE JACKSON RD,SAN ANTONIO,BEXAR,TX,78213-4470,2,Open,,Y,Y,5145,No,Available,No,Available
-98.633356,29.5187770000001,16322,"SAN ANTONIO, TX",5146,WM Supercenter,Retail,1,8030 BANDERA RD,SAN ANTONIO,BEXAR,TX,78250-5130,2,Open,,Y,Y,5146,Yes,Available,Yes,Available
-96.897331,32.7625780000001,16323,DALLAS (W) TX,5147,WM Supercenter,Retail,1,1521 N COCKRELL HILL RD,DALLAS,DALLAS,TX,75211-1315,2,Open,,Y,Y,5147,Yes,Available,Yes,Available
-86.464672,35.867106,16324,MURFREESBORO MANSON PK TN,5148,Neighborhood Market,Retail,1,1153 FORTRESS BLVD,MURFREESBORO,RUTHERFORD,TN,37128-5268,2,Open,,Y,Y,5148,No,Available,No,Available
-86.464672,35.867106,16325,MURFREESBORO MANSON PK TN,5148,Neighborhood Market,Retail,1,1153 FORTRESS BLVD,MURFREESBORO,RUTHERFORD,TN,37128-5268,2,Open,,Y,Y,5148,No,Available,Yes,Available
-94.269688,39.037657,16326,BLUE SPRINGS DUNCAN MO,5149,Neighborhood Market,Retail,1,1700 N 7 HWY,BLUE SPRINGS,JACKSON,MO,64014-1938,2,Open,,Y,Y,5149,No,Not Available,Yes,Not Available
-84.005569,35.1085610000001,16327,MURPHY NC,515,WM Supercenter,Retail,1,2330 US 19,MURPHY,CHEROKEE,NC,28906-5107,5,Open,,Y,Y,515,No,,Yes,Available
-90.330926,38.6215920000001,16328,"MAPLEWOOD, MO",5150,WM Supercenter,Retail,1,1900 MAPLEWOOD COMMONS DR,MAPLEWOOD,ST. LOUIS,MO,63143-1005,5,Open,,Y,Y,5150,Yes,Available,Yes,Available
-85.1303819999999,34.2213310000001,16329,"ROME (S), GA",5151,WM Supercenter,Retail,1,825 CARTERSVILLE HWY SE,ROME,FLOYD,GA,30161-8449,2,Open,,Y,Y,5151,No,Available,No,Available
-118.625264,34.1881220000001,16330,WEST HILLS CA,5152,Wal-Mart,Retail,1,6433 FALLBROOK AVE,WEST HILLS,LOS ANGELES,CA,91307-3543,2,Open,,Y,Y,5152,Yes,Available,Yes,Available
-106.510052,31.8057440000001,16331,"EL PASO (UTEP), TX",5153,WM Supercenter,Retail,1,5153 TBA,EL PASO,EL PASO,TX,79901-0000,0,Open,,,,5153,,,,
-118.085476,34.050394,16332,"ROSEMEAD, CA",5154,WM Supercenter,Retail,1,1827 WALNUT GROVE AVE,ROSEMEAD,LOS ANGELES,CA,91770-3789,2,Open,,Y,Y,5154,No,Available,No,Available
-106.785494,32.288437,16333,LAS CRUCES (SW) NM,5155,WM Supercenter,Retail,1,1550 S VALLEY DR,LAS CRUCES,DONA ANA,NM,88005-3110,2,Open,,Y,Y,5155,No,Available,No,Available
-116.951658,33.9251160000001,16334,"BEAUMONT, CA",5156,WM Supercenter,Retail,1,1540 E 2ND ST,BEAUMONT,RIVERSIDE,CA,92223-3101,2,Open,,Y,Y,5156,No,Available,Yes,Available
-89.461783,40.630189,16335,"MORTON, IL",5157,WM Supercenter,Retail,1,155 E COURTLAND ST,MORTON,TAZEWELL,IL,61550-8931,2,Open,,Y,Y,5157,No,Available,Yes,Available
-84.229305,44.253651,16337,"WEST BRANCH, MI",5159,WM Supercenter,Retail,1,2750 COOK RD,WEST BRANCH,OGEMAW,MI,48661-8744,2,Open,,Y,Y,5159,Yes,Available,Yes,Available
-96.135307,32.3330730000001,16338,"GUN BARREL CITY, TX",516,WM Supercenter,Retail,1,1200 W MAIN ST,GUN BARREL CITY,HENDERSON,TX,75156-5320,5,Open,,Y,Y,516,No,,Yes,Available
-84.4345709999999,42.249781,16339,JACKSON (W) MI,5160,WM Supercenter,Retail,1,1700 W MICHIGAN AVE,JACKSON,JACKSON,MI,49202-4005,2,Open,,Y,Y,5160,No,Available,Yes,Available
-118.576009,34.4440750000001,16341,"SANTA CLARITA (W), CA",5162,WM Supercenter,Retail,1,27931 KELLY JOHNSON PKWY,SANTA CLARITA,LOS ANGELES,CA,91355-5083,5,Open,,Y,Y,5162,No,Available,No,
-98.131375,26.1910810000001,16344,"ALAMO, TX",5165,WM Supercenter,Retail,1,1421 FRONTAGE RD,ALAMO,HIDALGO,TX,78516-2313,2,Open,,Y,Y,5165,No,,No,
-107.747058,32.2705580000001,16345,DEMING NM,5166,WM Supercenter,Retail,1,1021 E PINE ST,DEMING,LUNA,NM,88030-7009,2,Open,,Y,Y,5166,Yes,Available,Yes,Available
-111.756447,40.027675,16346,PAYSON UT,5167,WM Supercenter,Retail,1,1052 TURF FARM RD,PAYSON,UTAH,UT,84651-1645,2,Open,,Y,Y,5167,No,Available,Yes,Available
-112.084723,38.7483810000001,16347,"RICHFIELD, UTAH",5168,WM Supercenter,Retail,1,10 E 1300 S,RICHFIELD,SEVIER,UT,84701-3122,2,Open,,Y,Y,5168,Yes,Available,Yes,Available
-94.128634,36.3526790000001,16348,Pharmacy Central 1,5169,WM On Campus/RX Facilities,Retail,1,2252 N 8TH ST,ROGERS,BENTON,AR,72756-2842,1,Open,,Y,Y,5169,,,,
-97.705204,35.393672,16349,MUSTANG OK,517,WM Supercenter,Retail,1,951 E STATE HIGHWAY 152,MUSTANG,CANADIAN,OK,73064-5119,5,Open,,Y,Y,517,No,Available,Yes,Available
-102.944711,41.1167520000001,16350,SIDNEY NE,5170,WM Supercenter,Retail,1,3001 SILVERBERG DR,SIDNEY,CHEYENNE,NE,69162-3033,2,Open,,Y,Y,5170,No,,No,Available
-83.580078,30.1020330000001,16352,PERRY FL,5172,WM Supercenter,Retail,1,1900 S JEFFERSON ST,PERRY,TAYLOR,FL,32348-5615,2,Open,,Y,Y,5172,No,,Yes,Available
-84.998972,34.7867120000001,16353,DALTON (W) GA,5173,WM Supercenter,Retail,1,815 SHUGART RD,DALTON,WHITFIELD,GA,30720-2433,2,Open,,Y,Y,5173,No,,Yes,
-88.229522,30.7617990000001,16354,SEMIMES AL,5174,WM Supercenter,Retail,1,7855 MOFFETT RD,SEMMES,MOBILE,AL,36575-5411,2,Open,,Y,Y,5174,No,Not Available,Yes,Not Available
-85.459411,36.1858960000001,16355,ALGOOD TN,5175,WM Supercenter,Retail,1,589 W MAIN ST,ALGOOD,PUTNAM,TN,38506-5320,2,Open,,Y,Y,5175,No,Not Available,Yes,Not Available
-74.562425,40.907387,16358,ROCKAWAY NJ,5178,Wal-Mart,Retail,1,220 ENTERPRISE DR,ROCKAWAY,MORRIS,NJ,07866-2157,2,Open,,Y,Y,5178,No,,No,
-81.275996,28.540487,16359,ORLANDO FL,5179,Neighborhood Market,Retail,1,201 S CHICKASAW TRL,ORLANDO,ORANGE,FL,32825-3504,2,Open,,Y,Y,5179,No,,No,
-84.461362,34.2554960000001,16360,CANTON GA,518,WM Supercenter,Retail,1,1550 RIVERSTONE PKWY,CANTON,CHEROKEE,GA,30114-2889,5,Open,,Y,Y,518,No,,No,Available
-94.665453,38.940754,16361,"OVERLAND PARK, KS",5180,Neighborhood Market,Retail,1,10303 METCALF AVE,OVERLAND PARK,JOHNSON,KS,66212-1805,2,Open,,Y,Y,5180,No,Available,No,Available
-86.447192,35.8142120000001,16363,MURFREESBORO CASON LANE TN,5182,Neighborhood Market,Retail,1,2478 NEW SALEM HIGHWAY,MURFREESBORO,RUTHERFORD,TN,37128-0000,2,Open,,Y,Y,5182,No,Available,No,Available
-85.564273,38.189687,16364,"LOUISVILLE, KY",5183,Neighborhood Market,Retail,1,3800 RUCKRIEGEL PKWY,JEFFERSONTOWN,JEFFERSON,KY,40299-3958,2,Open,,Y,Y,5183,No,,No,Available
-82.824082,39.8522140000001,16365,CANA WINCHESTER OH,5184,WM Supercenter,Retail,1,6674 WINCHESTER BLVD,CANAL WINCHESTER,FRANKLIN,OH,43110-2048,2,Open,,Y,Y,5184,No,Available,Yes,
-83.120536,39.9269570000001,16366,COLUMBUS WSW OH,5185,WM Supercenter,Retail,1,1221 GEORGESVILLE RD,COLUMBUS,FRANKLIN,OH,43228-3327,2,Open,,Y,Y,5185,No,Not Available,Yes,Not Available
-111.741112,33.3050470000001,16367,"GILBERT (E), AZ",5186,WM Supercenter,Retail,1,2501 S MARKET ST,GILBERT,MARICOPA,AZ,85295-1300,2,Open,,Y,Y,5186,No,Available,Yes,Available
-85.189568,35.187195,16369,CHATTANOOGA MIDDLE VALLEY TN,5188,Neighborhood Market,Retail,1,7636 MIDDLE VALLEY RD,HIXSON,HAMILTON,TN,37343-2237,2,Open,,Y,Y,5188,Yes,Available,Yes,Available
-112.172642,33.4967990000001,16370,PHOENIX (MARYVALE) AZ,5189,WM Supercenter,Retail,1,5250 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,AZ,85031-2605,2,Open,,Y,Y,5189,No,,No,Available
-84.844345,37.7427450000001,16371,HARRODSBURG KY,519,WM Supercenter,Retail,1,591 JOSEPH DR,HARRODSBURG,MERCER,KY,40330-2194,5,Open,,Y,Y,519,Yes,Available,Yes,Available
-112.112973,33.7083490000001,16372,PHOENIX (HAPPY VALLEY) AZ,5190,WM Supercenter,Retail,1,2501 W HAPPY VALLEY RD STE 34,PHOENIX,MARICOPA,AZ,85085-3712,2,Open,,Y,Y,5190,No,,No,
-96.445661,32.745301,16373,"FORNEY, TX",5191,WM Supercenter,Retail,1,802 E US HIGHWAY 80,FORNEY,DALLAS,TX,75126-8620,2,Open,,Y,Y,5191,Yes,Available,Yes,Available
-121.331861,38.7043180000001,16374,"ANTELOPE (E), CA",5192,WM Supercenter,Retail,1,5821 ANTELOPE RD,ANTELOPE,SACRAMENTO,CA,95842-3902,2,Open,,Y,Y,5192,No,Available,Yes,Available
-117.181887,33.9358270000001,16375,"MORENO VALLEY, CA",5193,WM Supercenter,Retail,1,12721 MORENO BEACH DR,MORENO VALLEY,RIVERSIDE,CA,92555-4411,5,Open,,Y,Y,5193,No,Available,Yes,Available
-122.255812,47.894532,16377,"EVERETT (W), WA",5195,Wal-Mart,Retail,1,11400 HIGHWAY 99,EVERETT,SNOHOMISH,WA,98204-4801,2,Open,,Y,Y,5195,No,,Yes,
-90.0277359999999,35.004961,16378,"MEMPHIS (ELVIS/HOLMES),TN",5196,WM Supercenter,Retail,1,5255 ELVIS PRESLEY BLVD,MEMPHIS,SHELBY,TN,38116-8233,2,Open,,Y,Y,5196,No,Available,Yes,Available
-86.485439,34.6576410000001,16379,"HUNTSVILLE (E),AL",5197,WM Supercenter,Retail,1,330 SUTTON RD,HUNSTVILLE,MADISON,AL,35763-9164,2,Open,,Y,Y,5197,No,Available,Yes,Available
-83.504049,31.4713760000001,16380,TIFTON GA,5198,Neighborhood Market,Retail,1,1810 TIFT AVE N,TIFTON,TIFT,GA,31794-3542,2,Open,,Y,Y,5198,No,,Yes,Available
-88.064689,42.4690210000001,16381,"ANTIOCH, IL",5199,WM Supercenter,Retail,1,475 EAST ROUTE 173,ANTIOCH,LAKE,IL,60002-9406,2,Open,,Y,Y,5199,No,Not Available,No,Not Available
-93.089402,34.490984,16382,HOT SPRINGS AR,52,WM Supercenter,Retail,1,1601 ALBERT PIKE RD,HOT SPRINGS,GARLAND,AR,71913-4020,5,Open,,Y,Y,52,No,Not Available,Yes,Not Available
-83.756676,33.989991,16383,WINDER GA,520,WM Supercenter,Retail,1,440 ATLANTA HWY N.W.,WINDER,BARROW,GA,30680-7826,5,Open,,Y,Y,520,No,Not Available,No,Not Available
-76.325097,40.073674,16384,"LANCASTER, PA",5200,Wal-Mart,Retail,1,2030 FRUITVILLE PIKE,LANCASTER,LANCASTER,PA,17601-3998,2,Open,,Y,Y,5200,No,,Yes,
-74.376382,40.531981,16385,"EDISON, NJ",5201,Wal-Mart,Retail,1,2220 STATE ROUTE 27,EDISON,MIDDLESEX,NJ,08817-3314,2,Open,,Y,Y,5201,No,,No,
-73.289495,40.811786,16386,"COMMACK, NY",5202,Wal-Mart,Retail,1,85 CROOKED HILL RD,COMMACK,SUFFOLK,NY,11725-5407,2,Open,,Y,Y,5202,No,,Yes,
-83.429343,39.908987,16387,"LONDON, OH",5203,WM Supercenter,Retail,1,375 LAFAYETTE ST,LONDON,MADISON,OH,43140-9326,2,Open,,Y,Y,5203,No,,Yes,Available
-93.679174,32.479497,16388,BOSSIER CITY LA,5204,Neighborhood Market,Retail,1,4000 BARKSDALE BLVD,BOSSIER CITY,BOSSIER,LA,71112-0000,2,Open,,Y,Y,5204,No,Available,No,Available
-111.940474,41.0998910000001,16389,"LAYTON, UT",5205,Neighborhood Market,Retail,1,1356 E HIGHWAY 193,LAYTON,DAVIS,UT,84040-8533,2,Open,,Y,Y,5205,No,,No,
-111.938488,41.1522110000001,16390,"SOUTH OGDEN, UT",5206,Neighborhood Market,Retail,1,1710 E SKYLINE DR,SOUTH OGDEN,WEBER,UT,84405-5202,2,Open,,Y,Y,5206,No,,No,Not Available
-94.668832,38.965741,16391,OVERLAND PARK KS,5207,Neighborhood Market,Retail,1,9000 METCALF AVE,OVERLAND PARK,JOHNSON,KS,66212-1457,2,Open,,Y,Y,5207,No,Available,Yes,Available
-93.179569,30.2688010000001,16394,MOSS BLUFF LA,521,WM Supercenter,Retail,1,2500 N MARTIN LUTHER KING HWY,LAKE CHARLES,CALCASIEU,LA,70601-1307,5,Open,,Y,Y,521,No,Not Available,No,Not Available
-96.511498,33.0249460000001,16395,"WYLIE, TX",5210,WM Supercenter,Retail,1,2050 N HIGHWAY 78,WYLIE,COLLIN,TX,75098-6043,2,Open,,Y,Y,5210,No,Available,No,Available
-96.682516,33.1562260000001,16396,MCKINNEY (SW) TX,5211,WM Supercenter,Retail,1,5001 MCKINNEY RANCH PKWY,MCKINNEY,COLLIN,TX,75070-8601,2,Open,,Y,Y,5211,No,Available,Yes,Available
-78.559264,35.766487,16397,RALEIGH POOLE NC,5212,Neighborhood Market,Retail,1,4401 POOLE RD,RALEIGH,WAKE,NC,27603-0000,0,Open,,,,5212,,,,
-81.5883459999999,28.330027,16399,ORLANDO LAKE WILSON FL,5214,WM Supercenter,Retail,1,2855 N OLD LAKE WILSON ROAD,KISSIMMEE,OSCEOLA,FL,34747-0000,2,Open,,Y,Y,5214,No,Available,No,Available
-119.248053,35.7439830000001,16400,"DELANO, CA",5215,WM Supercenter,Retail,1,530 WOOLLOMES AVE,DELANO,KERN,CA,93215-9581,2,Open,,Y,Y,5215,No,Available,Yes,Available
-101.907764,35.212362,16401,"AMARILLO, (NW) TX",5216,WM Supercenter,Retail,1,5730 W AMARILLO BLVD,AMARILLO,POTTER,TX,79106-4004,2,Open,,Y,Y,5216,Yes,Available,Yes,Available
-82.682247,27.736234,16403,"ST. PETERSBURG, FL",5218,WM Supercenter,Retail,1,3501 34TH ST S,ST PETERSBURG,PINELLAS,FL,33711-3820,2,Open,,Y,Y,5218,No,Available,Yes,Available
-95.309818,38.9733790000001,16404,"LAWRENCE, KS",5219,WM Supercenter,Retail,1,550 CONGRESSIONAL DR,LAWRENCE,DOUGLAS,KS,66049-4735,2,Open,,Y,Y,5219,No,,Yes,
-95.065152,29.8943350000001,16405,CROSBY TX,522,WM Supercenter,Retail,1,14215 FM 2100 RD,CROSBY,HARRIS,TX,77532-9152,5,Open,,Y,Y,522,No,,Yes,Available
-82.506787,28.0226050000001,16406,TAMPA (DM WATERS) FL,5220,WM Supercenter,Retail,1,8220 N DALE MABRY HWY,TAMPA,HILLSBOROUGH,FL,33614-2686,2,Open,,Y,Y,5220,No,,Yes,
-82.457714,28.0320560000001,16407,TAMPA FL,5221,Neighborhood Market,Retail,1,8885 N FLORIDA AVE,TAMPA,HILLSBOROUGH,FL,33604-1415,2,Open,,Y,Y,5221,No,,Yes,
-98.565803,29.5744770000001,16410,SAN ANTONIO DEZEVALA TX,5224,Neighborhood Market,Retail,1,4226 DE ZAVALA RD,SAN ANTONIO,BEXAR,TX,78249-3082,2,Open,,Y,Y,5224,No,,No,
-98.670902,29.4597650000001,16412,SAN ANTONIO MILITARY DR. WEST TX,5226,Neighborhood Market,Retail,1,9526 W. MILITARY DR.,SAN ANTONIO,BEXAR,TX,78251-5226,2,Open,,Y,Y,5226,No,,No,
-77.2998469999999,38.789179,16413,"BURKE, VA",5227,Wal-Mart,Retail,1,6000 BURKE COMMONS RD,BURKE,FAIRFAX,VA,22015-2805,2,Open,,Y,Y,5227,No,Not Available,Yes,Not Available
-76.819756,39.1957790000001,16414,"COLUMBIA, MD",5228,Wal-Mart,Retail,1,6405 DOBBIN RD,COLUMBIA,HOWARD,MD,21045-4736,2,Open,,Y,Y,5228,No,,No,
-75.1686329999999,40.082145,16415,WYNCOTE PA,5229,Wal-Mart,Retail,1,1000 EASTON RD STE 200,WYNCOTE,MONTGOMERY,PA,19095-2900,2,Open,,Y,Y,5229,No,,No,
-94.368603,32.1689940000001,16416,CARTHAGE TX,523,WM Supercenter,Retail,1,4609 NW LOOP 436,CARTHAGE,PANOLA,TX,75633-2205,5,Open,,Y,Y,523,No,,Yes,
-121.304693,38.2896930000001,16418,"GALT, CA",5231,WM Supercenter,Retail,1,10470 TWIN CITIES ROAD,GALT,SACRAMENTO,CA,95632-0000,2,Open,,Y,Y,5231,Yes,Available,Yes,Available
-107.767944,39.524841,16419,"RIFLE, CO",5232,WM Supercenter,Retail,1,1000 AIRPORT RD,RIFLE,GARFIELD,CO,81650-8407,2,Open,,Y,Y,5232,No,,No,Available
-107.767944,39.524841,16420,"RIFLE, CO",5232,WM Supercenter,Retail,1,1000 AIRPORT RD,RIFLE,GARFIELD,CO,81650-8407,2,Open,,Y,Y,5232,No,,Yes,Available
-112.026519,40.6357170000001,16421,"WEST VALLEY CITY (S), UT",5233,WM Supercenter,Retail,1,5675 W 6200 S,WEST VALLEY CITY,SALT LAKE,UT,84118-7915,2,Open,,Y,Y,5233,Yes,Available,Yes,Available
-112.060877,41.137418,16422,"CLINTON, UT",5234,WM Supercenter,Retail,1,1632 N 2000 W,CLINTON,DAVIS,UT,84015-8367,2,Open,,Y,Y,5234,No,Available,Yes,Available
-111.859477,40.585335,16423,"SANDY (E), UT",5235,WM Supercenter,Retail,1,9151 SOUTH QUARRY BLVD,SANDY,SALT LAKE,UT,84094-7701,2,Open,,Y,Y,5235,No,Not Available,Yes,Not Available
-86.484034,36.986766,16424,BOWLING GREEN (NW) KY,5236,WM Supercenter,Retail,1,1201 MORGANTOWN RD,BOWLING GREEN,WARREN,KY,42101-9202,2,Open,,Y,Y,5236,Yes,Available,Yes,Available
-75.6304919999999,40.351161,16427,"BECHTELSVILLE, PA",5239,WM Supercenter,Retail,1,567 ROUTE 100 N,BECHTELSVILLE,BERKS,PA,19505-9263,2,Open,,Y,Y,5239,No,Available,Yes,Available
-97.864278,28.834523,16428,KENEDY TX,524,WM Supercenter,Retail,1,200 BUSINESS PARK BLVD,KENEDY,KARNES,TX,78119-2026,5,Open,,Y,Y,524,Yes,,Yes,
-76.513974,42.4276990000001,16429,"ITHACA, NY",5240,WM Supercenter,Retail,1,135 FAIRGROUNDS MEMORIAL PKWY,ITHACA,TOMPKINS,NY,14850-5362,5,Open,,Y,Y,5240,No,Available,Yes,Available
-79.6863079999999,40.3164760000001,16430,"NORTH HUNTINGDON, PA",5241,WM Supercenter,Retail,1,915 MILLS DR,NORTH HUNTINGDON,WESTMORELAND,PA,15642-4129,2,Open,,Y,Y,5241,No,Available,Yes,Available
-76.1174819999999,43.161056,16431,CICERO NY,5242,WM Supercenter,Retail,1,8064 BREWERETON ROAD,CICERO,ONONDAGA,NY,13039-9584,2,Open,,Y,Y,5242,No,Not Available,Yes,Not Available
-92.485983,34.809468,16433,"LITTLE ROCK (NW), AR",5244,WM Supercenter,Retail,1,19301 CANTRELL RD,LITTLE ROCK,PULASKI,AR,72223-4457,2,Open,,Y,Y,5244,No,,No,Available
-98.433479,29.3482490000001,16434,SAN ANTONIO (BROOKS) TX,5245,WM Supercenter,Retail,1,3302 SE MILITARY DR,SAN ANTONIO,BEXAR,TX,78223-3980,2,Open,,Y,Y,5245,No,Available,Yes,Available
-96.124534,29.3285720000001,16435,"WHARTON, TX",5246,WM Supercenter,Retail,1,10388 US 59 HWY,WHARTON,WHARTON,TX,77488-7217,2,Open,,Y,Y,5246,No,,Yes,
-97.217094,33.0138240000001,16436,"ROANOKE, TX",5247,WM Supercenter,Retail,1,1228 N HIGHWAY 377,ROANOKE,DENTON,TX,76262-9122,2,Open,,Y,Y,5247,No,Available,Yes,Available
-87.573611,33.2397060000001,16437,Tuscaloosa N AL,5248,Neighborhood Market,Retail,1,1660 MCFARLAND BOULEVARD,NORTHPORT,TUSCALOOSA,AL,35476-0000,2,Open,,Y,Y,5248,Yes,Available,Yes,Available
-81.304091,28.7845120000001,16439,SANFORD SR 46A FL,525,Neighborhood Market,Retail,1,825 CASA VERDE BLVD,LAKE MARY,SEMINOLE,FL,32746-0000,2,Open,,Y,Y,525,No,,No,Available
-81.448001,28.142528,16440,KISSIMMEE FL,5250,WM Supercenter,Retail,1,904 CYPRESS PKWY,KISSIMMEE,OSCEOLA,FL,34759-3456,2,Open,,Y,Y,5250,No,Available,Yes,Available
-85.205118,35.008343,16441,"CHATTANOOGA (E.RIDGE), TN",5251,WM Supercenter,Retail,1,490 GREENWAY VIEW DR,CHATTANOOGA,HAMILTON,TN,37411-5689,2,Open,,Y,Y,5251,Yes,Available,Yes,Available
-83.9111369999999,33.840987,16442,LOGANVILLE GA,5252,WM Supercenter,Retail,1,4221 ATLANTA HWY,LOGANVILLE,WALTON,GA,30052-7316,2,Open,,Y,Y,5252,Yes,Available,Yes,Available
-76.3092359999999,36.721077,16443,"CHESAPEAKE (SW), VA",5253,WM Supercenter,Retail,1,632 GRASSFIELD PKWY,CHESAPEAKE,CHESAPEAKE CITY,VA,23322-7449,2,Open,,Y,Y,5253,No,Available,Yes,Available
-78.5349669999999,35.9524960000001,16444,"WAKE FOREST, NC",5254,WM Supercenter,Retail,1,2114 S MAIN ST,WAKE FOREST,WAKE,NC,27587-8817,2,Open,,Y,Y,5254,No,Available,No,Available
